Product_ID,Name,Category,Price,Material,Eco_Certifications,Sustainability_Score,Avg_Rating,Carbon_Footprint (kg CO2),Biodegradability (%),Water_Usage (L),Energy_Consumption (kWh),Supply_Chain_Transparency,Image_URL
P379,Khadi Shirt (P379),Clothing,22.71,Khadi Fabric,Fair Trade,9.8,4,4.13,100,136.6,2.95,High,https://th.bing.com/th/id/OIP.CeVPvPYi8KXg6CQRcwyPXAHaGv?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P380,Eco-Friendly Highlighters (P380),Stationery,7.77,Plant-Based Plastic,EcoLabel,8.1,4.6,1.43,90,38.5,1.41,High,https://th.bing.com/th/id/OIP.SYk58aPUD3Ta3ZFhUD5sdAHaHa?w=215&h=215&c=7&r=0&o=5&dpr=1.3&pid=1.7
P381,Khadi Shirt (P381),Clothing,66,Khadi Fabric,Fair Trade,9.5,4.4,3.19,92,186.4,1.51,Medium,https://th.bing.com/th/id/OIP.KbSJrM1dghQbZXppNTb3EgAAAA?w=147&h=176&c=7&r=0&o=5&dpr=1.3&pid=1.7
P382,Bamboo Hairbrush (P382),Personal Care,6,Bamboo & Natural Rubber,USDA Organic,9,4.4,2.68,99,79.8,1.63,High,https://th.bing.com/th/id/OIP.T-5GMlItBpUXYqsqNgtNCgHaHa?w=208&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.7
P383,Bamboo Cleaning Brush (P383),Home Care,30.47,Bamboo & Sisal Bristles,Green Seal,7.5,4.3,5.15,73,144,5.5,Medium,https://th.bing.com/th/id/OIP.dE4uwn_b2YKqO_82e1xSmwHaHa?w=199&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P384,Biodegradable Planter (P384),Gardening,44.95,Compostable Material,EcoLabel,7.6,3.7,1.93,92,50.3,1.86,High,https://th.bing.com/th/id/OIP.Oat5JLkNkupCPVj_xDDwDAHaIp?w=176&h=205&c=7&r=0&o=5&dpr=1.3&pid=1.7
P385,Wooden Racing Car (P385),Toys,26.16,Solid Wood,FSC,10,3.9,4.89,94,51.2,1.68,High,https://th.bing.com/th/id/OIP.Oat5JLkNkupCPVj_xDDwDAHaIp?w=176&h=205&c=7&r=0&o=5&dpr=1.3&pid=1.7
P386,Bamboo Cutting Board (P386),Kitchen,44.07,Bamboo,EcoLabel,9.1,4.8,4.29,87,92.5,1.58,High,https://th.bing.com/th/id/OIP.X0uHv83wl3CyXR109kH0vwHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P387,Pillow Cases (P387),Clothing,74.36,Organic Cotton,Fair Trade,9.7,4.1,3.37,85,98.5,1.86,High,https://th.bing.com/th/id/OIP.-c0GglukZ7oiluMaUMeFWgHaHa?w=195&h=195&c=7&r=0&o=5&dpr=1.3&pid=1.7
P388,Eco-Friendly Stapler (P388),Office Supplies,16.49,Recycled Metal,FSC,7.7,4,2.18,93,40.3,1.9,Medium,https://th.bing.com/th/id/OIP.zS19GtoZJ0VjZrFLMn2aCAHaHa?w=188&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P389,Compostable Trash Bags (P389),Home Care,35.85,Cornstarch Bioplastic,Green Seal,9,4.9,5.34,70,99.4,3.48,Medium,https://th.bing.com/th/id/OIP.5eTxHhlYWlDJFrCfjNflEgHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P390,Organic Fertilizer (P390),Gardening,46.83,Plant-Based Fertilizer,FSC,9.8,3.9,2.83,97,30.3,1.39,High,https://th.bing.com/th/id/OIP.rmFM5OZdyQXA0u0ekxyhtwHaE8?w=263&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P391,Eco-Friendly Suitcase (P391),Travel,70.35,Recycled Polyester & Aluminum,Carbon Neutral,8.5,4.3,5.01,65,31.4,4.27,Medium,https://th.bing.com/th/id/OIP.clnwTS9bgtBWFs7x4uEpUwHaE8?w=272&h=182&c=7&r=0&o=5&dpr=1.3&pid=1.7
P392,Organic Soap Bar (P392),Personal Care,15.59,Shea Butter & Essential Oils,USDA Organic,9,4,2.83,95,83.5,1.15,High,https://th.bing.com/th/id/OIP.TXc7GGFwrUZxVfl50Dwy1wHaJ4?w=129&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P393,Recycled Phone Case (P393),Electronics,213.59,Biodegradable Plastic,Energy Star,8.9,4.2,17.27,44,47.8,10.96,Medium,https://th.bing.com/th/id/OIP.whCsnaUd6jv3b8dzEKVrgQHaDt?w=314&h=175&c=7&r=0&o=5&dpr=1.3&pid=1.7
P394,Stainless Steel Lunchbox (P394),Kitchen,77.44,Stainless Steel,USDA Organic,8.2,4.8,3.85,80,95.4,3.16,High,https://th.bing.com/th/id/OIP.49sJWlj8WbYfIFawCjQn5AHaHK?w=153&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P395,Solar-Powered Charger (P395),Electronics,203.33,Recycled Plastic & Solar Panels,Energy Star,7.9,3.8,15.82,46,33.1,16.5,Medium,https://th.bing.com/th/id/OIP.J-MjgFkW-MQt9Y56JoCvigHaE8?w=293&h=195&c=7&r=0&o=5&dpr=1.3&pid=1.7
P396,Handkerchiefs (P396),Clothing,29.62,Hemp Fabric,EcoLabel,8.4,4.9,2.11,94,114.4,1.48,High,https://th.bing.com/th/id/OIP.r5lBOzitg6EZds3aGYijNgHaHJ?w=205&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P397,Plant-Based Shampoo Bar (P397),Personal Care,8.68,Coconut Oil & Essential Oils,USDA Organic,10,4.6,2.29,96,89.9,1.45,High,https://th.bing.com/th/id/OIP.6Ed3eCh1Ui0TQM3l_1Q2nQHaE8?w=274&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P398,Bamboo Cutting Board (P398),Kitchen,45.7,Bamboo,EcoLabel,9.3,3.8,2.68,63,38.8,1.33,High,https://th.bing.com/th/id/OIP.rJrwzdNhtfvMauDPTNuBxAHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P399,Organic Bedsheets (P399),Clothing,78.24,Linen,GOTS,9.3,3.6,2.71,81,96.3,1.62,Medium,https://th.bing.com/th/id/OIP.H6xjNliBmCIUhFM0CeCX-wHaF7?w=254&h=203&c=7&r=0&o=5&dpr=1.3&pid=1.7
P400,Bamboo Bluetooth Speaker (P400),Electronics,244.87,Bamboo & Recycled Electronics,Energy Star,7.1,3.6,23.74,45,24.6,7.39,Low,https://th.bing.com/th/id/OIP.ZLzuKo7nFfRWdjtY7JUq1QHaHa?w=190&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P401,Reusable Straws (P401),Kitchen,59.65,Stainless Steel,USDA Organic,9.3,3.5,4.93,90,88.7,3.11,High,https://th.bing.com/th/id/OIP.wRXojCai8T-3vGjmi7vcEAHaHa?w=187&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P402,Compost Bin (P402),Gardening,35.65,Recycled Plastic,FSC,7.8,4.1,2.44,96,91.2,1.53,High,https://th.bing.com/th/id/OIP.xnrRKjyThvcJbU8-y3WZ2QHaHa?w=150&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P403,Bamboo Cleaning Brush (P403),Home Care,36.75,Bamboo & Sisal Bristles,Green Seal,8.8,4,4.12,75,117.6,4.66,Medium,https://th.bing.com/th/id/OIP.6_Up7W2jsUm-3UQQGAu9kQHaHa?w=220&h=220&c=7&r=0&o=5&dpr=1.3&pid=1.7
P404,Organic Bedsheets (P404),Clothing,57.04,Linen,Fair Trade,8.7,4.5,2,100,146,1.51,Medium,https://th.bing.com/th/id/OIP.jVTymFkqx5dztAV7DsekMgHaFl?w=252&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P405,Wooden Racing Car (P405),Toys,41.79,Solid Wood,FSC,9,4.5,3.18,81,75.7,1.87,High,https://th.bing.com/th/id/OIP.zLM2PfhgFFUln1iWDjK56wHaFj?w=265&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P406,Bamboo Pen Set (P406),Office Supplies,16.89,Bamboo & Recycled Metal,FSC,8.9,4.3,4.59,87,20,0.68,Medium,https://th.bing.com/th/id/OIP.NCFhdM_DQ7jlOUGkT6U-0QHaGp?w=239&h=215&c=7&r=0&o=5&dpr=1.3&pid=1.7
P407,Eco-Friendly Detergent (P407),Home Care,25.46,Plant-Based Ingredients,EcoLabel,7.9,4.2,4.82,91,98.9,2.2,High,https://th.bing.com/th/id/OIP.6ZGye6xBzLtaHJLIjuSiHwHaE8?w=255&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P408,Biodegradable Planter (P408),Gardening,49.54,Compostable Material,FSC,8.9,4.2,1.73,97,33.8,1.59,High,https://th.bing.com/th/id/OIP.ZOQ64Vl3jKJkYkKIZKkwPQHaE8?w=261&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P409,Eco-Friendly Stapler (P409),Office Supplies,8.34,Recycled Metal,EcoLabel,9.3,3.6,1.73,91,37.8,1.34,Medium,https://th.bing.com/th/id/OIP.fhuvj_DcX8hdPwOQQtixFwHaFH?w=271&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
P410,Organic Plushie (P410),Toys,16.89,Organic Cotton & Natural Dyes,FSC,8.2,4.7,4.74,91,27.1,2.73,High,https://th.bing.com/th/id/OIP.YmCVnPT52YPMRfpy0EjDJAHaE8?w=269&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P411,Pillow Cases (P411),Clothing,67.28,Organic Cotton,GOTS,9.9,4.9,4.83,98,132.9,2.88,Medium,https://th.bing.com/th/id/OIP.HkQ3bcw-21KvEZx7kUs6LAAAAA?w=203&h=203&c=7&r=0&o=5&dpr=1.3&pid=1.7
P412,Plant-Based Shampoo Bar (P412),Personal Care,26.06,Coconut Oil & Essential Oils,USDA Organic,9.4,3.9,1.13,91,55,1.71,High,https://th.bing.com/th/id/OIP.LAmeO9p3kMtj4nJYLbFp5QHaJ4?w=136&h=190&c=7&r=0&o=5&dpr=1.3&pid=1.7
P413,Biodegradable Toothbrush (P413),Personal Care,27.56,Bamboo & Plant-Based Bristles,Fair Trade,8.9,3.5,2.26,92,51.9,0.98,High,https://th.bing.com/th/id/OIP.BBRTXTg18WTsdxpewJkEYAHaHa?w=193&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P414,Eco-Friendly Detergent (P414),Home Care,16.77,Plant-Based Ingredients,Green Seal,7.6,4.8,6.89,80,93.4,2.08,Medium,https://th.bing.com/th/id/OIP.7Jed2hBmxaSqhTa4xMjZWAHaE9?w=272&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P415,Eco-Friendly Detergent (P415),Home Care,54.18,Plant-Based Ingredients,EcoLabel,8.4,4.3,4.76,75,143.8,3.32,Medium,https://th.bing.com/th/id/OIP.PTBqe0V2Nd2XLIiIeR1GIQHaD6?w=344&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P416,Stainless Steel Lunchbox (P416),Kitchen,12.04,Stainless Steel,USDA Organic,8.5,4.5,5.03,65,24.8,3.59,High,https://th.bing.com/th/id/OIP.aQAC36DlBf36FJzcVvxQEQHaFG?w=298&h=205&c=7&r=0&o=5&dpr=1.3&pid=1.7
P417,Bamboo Cutting Board (P417),Kitchen,76.53,Bamboo,EcoLabel,8.3,4.4,3.6,66,55.7,3.86,High,https://th.bing.com/th/id/OIP.aQAC36DlBf36FJzcVvxQEQHaFG?w=298&h=205&c=7&r=0&o=5&dpr=1.3&pid=1.7
P418,Seedling Tray (P418),Gardening,47.12,Biodegradable Plastic,FSC,8.1,3.6,1.49,95,65.2,1.93,High,https://th.bing.com/th/id/OIP.7MKjP_vUpSwgKsISUgxvQwHaHa?w=209&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P419,Bamboo Sunglasses (P419),Travel,73.13,Bamboo & Recycled Glass,Carbon Neutral,8.2,3.6,12.04,60,62.9,4,High,https://th.bing.com/th/id/OIP.qBaXPSts9GAmtaTMY7GbuQHaHa?w=188&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P420,Soy Ink Pens (P420),Stationery,15.19,Recycled Plastic & Soy Ink,FSC,7.6,4.2,1.87,90,20.7,1.22,Medium,https://th.bing.com/th/id/OIP.2qf7yWRjD25umMUNm6UOgAHaIt?w=152&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P421,Bamboo Cutting Board (P421),Kitchen,13.19,Bamboo,USDA Organic,9.5,4.3,3.99,62,38.2,3.33,High,https://th.bing.com/th/id/OIP.01glWps--U5CEBIo477wiAHaHQ?w=193&h=189&c=7&r=0&o=5&dpr=1.3&pid=1.7
P422,Organic Fertilizer (P422),Gardening,47.46,Plant-Based Fertilizer,FSC,7.9,3.8,3.88,94,73.1,1.82,High,https://th.bing.com/th/id/OIP.UIG409I6BCpgMQbeggxqSwHaE8?w=297&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P423,Bamboo Cleaning Brush (P423),Home Care,43.41,Bamboo & Sisal Bristles,EcoLabel,7.6,4,3.14,89,127.7,2.14,High,https://th.bing.com/th/id/OIP.AW4aeZ_sPdgs_6n20vfDFAHaHa?w=218&h=218&c=7&r=0&o=5&dpr=1.3&pid=1.7
P424,Recycled Phone Case (P424),Electronics,166.25,Biodegradable Plastic,Carbon Neutral,6.5,4.2,17.38,24,42.5,5.27,Medium,https://th.bing.com/th/id/OIP.6Edfp-P2_FfA7JvF-Diw1wHaHa?w=170&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P425,Handkerchiefs (P425),Clothing,39.76,Hemp Fabric,EcoLabel,8.5,3.5,3.82,89,87.6,1.1,Medium,https://th.bing.com/th/id/OIP.pNTynFZg4gcjWssmCVxLIQHaG0?w=229&h=211&c=7&r=0&o=5&dpr=1.3&pid=1.7
P426,Biodegradable Toothbrush (P426),Personal Care,11.97,Bamboo & Plant-Based Bristles,Fair Trade,9.3,3.7,3.14,92,91.4,0.72,High,https://th.bing.com/th/id/OIP.-CEUnnz7ZMlas6nNlfqZgAHaHa?w=216&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P427,Soy Ink Pens (P427),Stationery,22.28,Recycled Plastic & Soy Ink,EcoLabel,8.2,4.5,2.1,99,12.7,1.23,Medium,https://th.bing.com/th/id/OIP.V1iRh3S83R49LBJvlpKg6AHaHa?w=189&h=189&c=7&r=0&o=5&dpr=1.3&pid=1.7
P428,Organic Soap Bar (P428),Personal Care,12.25,Shea Butter & Essential Oils,USDA Organic,8.8,4.2,2.47,90,30.2,1.98,High,https://th.bing.com/th/id/OIP.AnA2F8IFk2_7-YGnsNUaVwHaJ4?w=126&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P429,Compost Bin (P429),Gardening,31.18,Recycled Plastic,FSC,8.9,4,1.85,91,98.4,0.72,High,https://th.bing.com/th/id/OIP.Rio0M5oUbGYBrOyQIjH1QQHaF0?w=229&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P430,Bamboo Hairbrush (P430),Personal Care,21.38,Bamboo & Natural Rubber,USDA Organic,8.2,5,2.72,95,54.6,1.47,High,https://th.bing.com/th/id/OIP.Yx03F3xIZKznlomNpXAr2AHaFu?w=261&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P431,Organic Fertilizer (P431),Gardening,24.3,Plant-Based Fertilizer,FSC,9.2,3.9,3.41,97,78.8,1.08,High,https://th.bing.com/th/id/OIP.zbyW_U5fkaakdhwmQTc6pQHaFW?w=232&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P432,Eco-Friendly Stapler (P432),Office Supplies,38.97,Recycled Metal,FSC,8,4,4.53,86,39.6,2,Medium,https://th.bing.com/th/id/OIP.sASXl78zE9XLWeI8H5J_CQHaD5?w=343&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P433,Bamboo Bluetooth Speaker (P433),Electronics,61.61,Bamboo & Recycled Electronics,Carbon Neutral,6.8,3.7,26.48,21,45.3,19.46,Medium,https://th.bing.com/th/id/OIP.7yabU6fzwPZUVh0hKqABtQHaFr?w=239&h=184&c=7&r=0&o=5&dpr=1.3&pid=1.7
P434,Bamboo Pen Set (P434),Office Supplies,39.37,Bamboo & Recycled Metal,EcoLabel,7.7,4.2,4.32,94,16.9,1.83,Medium,https://th.bing.com/th/id/OIP.NCFhdM_DQ7jlOUGkT6U-0QHaGp?w=239&h=215&c=7&r=0&o=5&dpr=1.3&pid=1.7
P435,Soy Ink Pens (P435),Stationery,7.61,Recycled Plastic & Soy Ink,EcoLabel,9,4.6,1.48,100,49,1.66,Medium,https://th.bing.com/th/id/OIP.m-Zo8Ip2BCC6gHqv1h8emAHaFj?w=240&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P436,Seedling Tray (P436),Gardening,37.75,Biodegradable Plastic,EcoLabel,8.7,4.5,1.66,96,64.1,1.27,High,https://th.bing.com/th/id/OIP.-u0-RIKMUybSLKI5-E4IOgHaHJ?w=183&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P437,Reusable Straws (P437),Kitchen,16.25,Stainless Steel,EcoLabel,9.2,3.6,3.57,67,97.3,2.34,High,https://th.bing.com/th/id/OIP.foHoYLATbArakaOpfm0g0AHaE9?w=274&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P438,Stainless Steel Lunchbox (P438),Kitchen,45.76,Stainless Steel,USDA Organic,9,4.5,5.14,61,28,2.43,High,https://th.bing.com/th/id/OIP.N2Dd36jxuPkhs9zo4pduxQHaHa?w=208&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.7
P439,Glass Food Containers (P439),Kitchen,28.21,Tempered Glass,USDA Organic,9.7,3.9,5.95,66,55.3,3.77,High,https://th.bing.com/th/id/OIP.Y39DtR0HAsZ26fUPKOGPlAHaI9?w=181&h=218&c=7&r=0&o=5&dpr=1.3&pid=1.7
P440,Recycled Phone Case (P440),Electronics,243.76,Biodegradable Plastic,Carbon Neutral,6.8,4.6,17.81,33,28.9,15.87,Medium,https://th.bing.com/th/id/OIP.S68TYBfzusqFULDL1nNHhwHaHY?w=150&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P441,Seedling Tray (P441),Gardening,23.68,Biodegradable Plastic,EcoLabel,8.1,4,3.69,100,37.6,1.49,High,https://th.bing.com/th/id/OIP.FU-T0rPtXQLYYSqNNYeR2wHaF8?w=265&h=212&c=7&r=0&o=5&dpr=1.3&pid=1.7
P442,Handy Travel Pouch (P442),Travel,93.95,Hemp Fabric,Carbon Neutral,8.8,4.2,7.12,88,37,5.8,High,https://th.bing.com/th/id/OIP.0q4rK9Dc0YjNU5NOJAAeuAHaHa?w=207&h=207&c=7&r=0&o=5&dpr=1.3&pid=1.7
P443,Bamboo Cleaning Brush (P443),Home Care,31.38,Bamboo & Sisal Bristles,EcoLabel,7.9,4.8,3.58,94,81.7,3.55,Medium,https://th.bing.com/th/id/OIP.pV5TQzJCGis7iSJozXKmhQAAAA?w=187&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
P444,Cotton Saree (P444),Clothing,98.68,Organic Cotton,EcoLabel,9.4,3.9,3.95,96,151.1,1.05,Medium,https://th.bing.com/th/id/OIP.5nAY-yTlw4xtdLICyPKw7QHaLH?w=204&h=306&c=7&r=0&o=5&dpr=1.3&pid=1.7
P445,Bamboo Pen Set (P445),Office Supplies,13,Bamboo & Recycled Metal,FSC,8.3,3.9,2.77,94,34.4,1.64,Medium,https://th.bing.com/th/id/OIP.rzgIWp3t3ZCVcFTROIzF9AHaHn?w=202&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P446,Handkerchiefs (P446),Clothing,80.55,Hemp Fabric,Fair Trade,8.9,4.8,4.73,80,137.1,2.63,Medium,https://th.bing.com/th/id/OIP.a2feC1P0LKzTByWGza3dKwHaHa?w=202&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
P447,Organic Plushie (P447),Toys,38.84,Organic Cotton & Natural Dyes,EcoLabel,8.6,5,3.64,95,47.8,2.82,High,https://th.bing.com/th/id/OIP.edvq9L7_IIQrCVL1H6nh5QAAAA?w=185&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
P448,Solar-Powered Charger (P448),Electronics,232.74,Recycled Plastic & Solar Panels,Energy Star,7.6,4,26.44,40,25.3,13.37,Low,https://th.bing.com/th/id/OIP.tcF6u-k629H1ZiD3qcqtrwHaE8?w=291&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P449,Glass Food Containers (P449),Kitchen,24.16,Tempered Glass,EcoLabel,10,3.9,3.47,70,91,3.35,High,https://th.bing.com/th/id/OIP.Hf3tgMzDWQ_D7ihl7anQsgHaHa?w=192&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P450,Eco-Friendly Highlighters (P450),Stationery,21.05,Plant-Based Plastic,FSC,7.7,4.6,2.25,100,25.7,0.96,High,https://th.bing.com/th/id/OIP.50F3vp9GlmjJvA17bC6AFgHaHa?w=186&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.
P451,Solar-Powered Charger (P451),Electronics,149.22,Recycled Plastic & Solar Panels,Carbon Neutral,6.3,3.7,16.63,42,19.2,8.12,Medium,https://th.bing.com/th?id=OIF.mtFbkApqAfo2lh0A%2bHqXYA&w=165&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P452,Recycled Paper Notebook (P452),Office Supplies,5.85,Recycled Paper,EcoLabel,8.7,4.1,4.13,97,47.5,0.81,High,https://th.bing.com/th?id=OIF.ncM3wDa7ADR1HT%2bBESSEkw&w=240&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P453,Reusable Travel Bottles (P453),Travel,61.01,Silicone & Recycled Plastic,Fair Trade,8,4.7,10.09,72,38.5,5.22,Medium,https://th.bing.com/th/id/OIP.y1QK8z73tErJYbb5kynUZwHaCe?w=285&h=116&c=7&r=0&o=5&dpr=1.3&pid=1.7
P454,Eco-Friendly Suitcase (P454),Travel,133.07,Recycled Polyester & Aluminum,Carbon Neutral,8.2,4.9,14.95,85,56.8,3.65,High,https://th.bing.com/th/id/OIF.gRs5ldnEi4ozAXhMqwAGkw?w=173&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P455,Bamboo Pen Set (P455),Office Supplies,5.05,Bamboo & Recycled Metal,EcoLabel,7.9,4.6,4.88,94,27.9,0.67,High,https://th.bing.com/th/id/OIP.hVlzgP7SEAmoZh-AMlztWQHaHa?w=209&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.7
P456,Eco-Friendly LED Bulb (P456),Electronics,71.62,Aluminum & Recycled Glass,Carbon Neutral,7.8,4.2,24.66,21,19.6,18.74,Low,https://th.bing.com/th/id/OIF.PP1rMYw5G1BuLtMfMEEQaw?w=298&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P457,Bamboo Cleaning Brush (P457),Home Care,39.92,Bamboo & Sisal Bristles,Green Seal,8.6,4.1,4.92,94,59.2,5.25,Medium,https://th.bing.com/th/id/OIP.gi0JPffGPzelfndmYqymrwHaGx?w=198&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P458,Seedling Tray (P458),Gardening,36.97,Biodegradable Plastic,FSC,9.8,4,2.38,93,52.8,1.84,High,https://th.bing.com/th?id=OIF.m%2biy6TBWpoEQPo6lQv0NKg&w=210&h=210&c=7&r=0&o=5&dpr=1.3&pid=1.7
P459,Hot Wheels Set (P459),Toys,27.17,Recycled Plastic,EcoLabel,8.7,4.5,2.71,87,36.4,1.54,High,https://th.bing.com/th/id/OIP.6QDpVao8o-lC-RTLYVFlOwHaHa?w=196&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
P460,Eco-Friendly Detergent (P460),Home Care,56.7,Plant-Based Ingredients,EcoLabel,9.1,4.2,3.99,90,102.3,3.65,High,https://th.bing.com/th/id/OIP.LOrdr4V9Xc36K88s72m--wHaE8?w=276&h=184&c=7&r=0&o=5&dpr=1.3&pid=1.7
P461,Bamboo Cleaning Brush (P461),Home Care,58.12,Bamboo & Sisal Bristles,EcoLabel,7.8,3.9,3.11,92,85.6,2.88,Medium,https://th.bing.com/th?id=OIF.u82tpZ43lX7g%2fUcCIouRzA&w=175&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P462,Khadi Shirt (P462),Clothing,49.77,Khadi Fabric,Fair Trade,9.5,3.5,2.18,96,140.7,1.52,Medium,https://th.bing.com/th/id/OIF.H4Y9TL9Oc8IfuYe6jBYxHQ?w=208&h=275&c=7&r=0&o=5&dpr=1.3&pid=1.7
P463,Seedling Tray (P463),Gardening,38.78,Biodegradable Plastic,EcoLabel,7.5,3.6,2.64,90,93.2,1.97,High,https://th.bing.com/th/id/OIF.YFuL9kTjfouuY6xF4HpDKA?w=171&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P464,Bamboo Building Blocks (P464),Toys,16.05,Bamboo,FSC,8.6,3.5,4.6,92,77.4,2.99,High,https://th.bing.com/th/id/OIP.Q7gsIsitqZIr5UCzlKRBxQHaFj?w=230&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P465,Recycled Paper Notebook (P465),Office Supplies,13.87,Recycled Paper,EcoLabel,8.5,4.5,3.59,86,18.4,2.33,Medium,https://th.bing.com/th?id=OIF.p7mLJo0vvtJ7DIc%2bAZ05Vg&w=209&h=209&c=7&r=0&o=5&dpr=1.3&pid=1.7
P466,Glass Food Containers (P466),Kitchen,69.17,Tempered Glass,USDA Organic,8.3,4.3,2.1,73,58.3,1.24,High,https://th.bing.com/th/id/OIF.XfRp3gwzs6OZSE0P2fKVIw?w=142&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
P467,Reusable Straws (P467),Kitchen,56.33,Stainless Steel,EcoLabel,9.9,4.2,3.22,85,54,2.05,High,https://th.bing.com/th/id/OIP.C36ZN3s-hFYvN9LkIv7o_gHaHU?w=208&h=206&c=7&r=0&o=5&dpr=1.3&pid=1.7
P468,Eco-Friendly Highlighters (P468),Stationery,11.46,Plant-Based Plastic,EcoLabel,8.1,3.9,2.2,94,39.6,1.88,High,https://th.bing.com/th/id/OIF.ix7S5oAC7w6vNaeLdjiZHg?w=197&h=210&c=7&r=0&o=5&dpr=1.3&pid=1.7
P469,Reusable Straws (P469),Kitchen,33.87,Stainless Steel,EcoLabel,8.1,4.6,3.12,63,81.7,2.99,High,https://th.bing.com/th/id/OIP.evW9AzKVLlavGtrye3oPIAAAAA?w=259&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P470,Recycled Paper Notebook (P470),Office Supplies,10.98,Recycled Paper,FSC,9.3,3.8,4.24,100,35.5,1.31,High,https://th.bing.com/th?id=OIF.9dTblqZty7NaT%2fBOvygt9Q&w=197&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P471,Hot Wheels Set (P471),Toys,24.16,Recycled Plastic,FSC,8.2,3.5,5,93,59.5,1.01,High,https://th.bing.com/th/id/OIF.aGz0Wxc4MTAGaUhAU2QszQ?w=166&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P472,Reusable Mop (P472),Home Care,48.27,Recycled Plastic & Cotton,EcoLabel,7.4,4.6,4.11,72,115.2,5.72,Medium,https://th.bing.com/th/id/OIF.aVj5nFwuA3WrdSAaQOT4Zg?w=161&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P473,Organic Bedsheets (P473),Clothing,27.73,Linen,GOTS,9.3,3.6,3.44,93,50.9,2.03,High,https://th.bing.com/th/id/OIF.SoPw091CzQhLQaJPs08Pcw?w=187&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
